Village Name,Gram Panchayat,TALUK,district
Ramalooti,Devarabhupur,Lingsugur ,YADGIR
Buddinni,Chincharaki,Manvi ,YADGIR
Yegnur,Chicksugur,Raichur ,YADGIR
Kunnatgi,Devaragudi,Sindhnur ,YADGIR
Wagadambli,Dondambli,Devadurga ,YADGIR
Belladamaradi,Digganayakanabhavi,Lingsugur ,YADGIR
Chilkaragi,Chincharaki,Manvi ,YADGIR
Deosugur,Devasugur,Raichur ,YADGIR
Manganhal,Devaragudi,Sindhnur ,YADGIR
Gabbur,Gabbur,Devadurga ,YADGIR
Benkanhal,Digganayakanabhavi,Lingsugur ,YADGIR
Huda,Chincharaki,Manvi ,YADGIR
Bullapur,Ganadhal,Raichur ,YADGIR
Cincheri,Dhadesugur,Sindhnur ,YADGIR
Chadkalgudda,Galaga,Devadurga ,YADGIR
Dignaikanbhavi,Digganayakanabhavi,Lingsugur ,YADGIR
Timmapur,Chincharaki,Manvi ,YADGIR
Chickmanchal,Ganadhal,Raichur ,YADGIR
Dhadesugur,Dhadesugur,Sindhnur ,YADGIR
Galag,Galaga,Devadurga ,YADGIR
Nirlooti,Digganayakanabhavi,Lingsugur ,YADGIR
Toppal Doddi,Chincharaki,Manvi ,YADGIR
Gandhal,Ganadhal,Raichur ,YADGIR
Kengal,Dhadesugur,Sindhnur ,YADGIR
Gandhal,Ganadhal Deodurga,Devadurga ,YADGIR
Tirthabhavi,Digganayakanabhavi,Lingsugur ,YADGIR
Bevinur,Ganadinni,Manvi ,YADGIR
Dugnoor,Gillesugur,Raichur ,YADGIR
Uppal,Dhadesugur,Sindhnur ,YADGIR
Kakkaldoddi,Ganadhal Deodurga,Devadurga ,YADGIR
Eachanhal,Eachanal,Lingsugur ,YADGIR
Ganadinni,Ganadinni,Manvi ,YADGIR
Gillesugur,Gillesugur,Raichur ,YADGIR
Dumti,Gonawara,Sindhnur ,YADGIR
Kamaldinni,Ganadhal Deodurga,Devadurga ,YADGIR
Karadakal,Eachanal,Lingsugur ,YADGIR
Hokrani,Ganadinni,Manvi ,YADGIR
Karebudur,Gillesugur,Raichur ,YADGIR
Gonwar,Gonawara,Sindhnur ,YADGIR
Sunnadkal,Ganadhal Deodurga,Devadurga ,YADGIR
Kesarhatti,Eachanal,Lingsugur ,YADGIR
Machnur,Ganadinni,Manvi ,YADGIR
Tungabhadra,Gillesugur,Raichur ,YADGIR
Hulgunchi,Gonawara,Sindhnur ,YADGIR
Chickraikumpi,Gugal,Devadurga ,YADGIR
Chikka Nagnur,Gejjalagatta,Lingsugur ,YADGIR
Singaddinni,Ganadinni,Manvi ,YADGIR
Gunjhalli,Gunjalli,Raichur ,YADGIR
Mandahosur,Gonawara,Sindhnur ,YADGIR
Gagal,Gugal,Devadurga ,YADGIR
Gejjelagatta,Gejjalagatta,Lingsugur ,YADGIR
Tupdoor,Ganadinni,Manvi ,YADGIR
Hanchinhal,Gunjalli,Raichur ,YADGIR
Gorebal,Gorebal,Sindhnur ,YADGIR
Gugal,Gugal,Devadurga ,YADGIR
Nilogal,Gejjalagatta,Lingsugur ,YADGIR
Gorkal,Gorkal,Manvi ,YADGIR
Heerapur,Heerapura,Raichur ,YADGIR
Amarapur Khadehola,Goudanabhavi,Sindhnur ,YADGIR
Herur,Gugal,Devadurga ,YADGIR
Veerapur,Gejjalagatta,Lingsugur ,YADGIR
Jukur,Gorkal,Manvi ,YADGIR
Kataknur,Heerapura,Raichur ,YADGIR
Belliganur,Goudanabhavi,Sindhnur ,YADGIR
Itagi,Gugal,Devadurga ,YADGIR
Gorebal,Gorebal,Lingsugur ,YADGIR
Kambalanetti,Gorkal,Manvi ,YADGIR
Moodaldinni,Heerapura,Raichur ,YADGIR
Bendlhatti,Goudanabhavi,Sindhnur ,YADGIR
Matpalli,Gugal,Devadurga ,YADGIR
Halbhavi,Gorebal,Lingsugur ,YADGIR
Rajalbanda,Gorkal,Manvi ,YADGIR
Idapnur,Idapanur,Raichur ,YADGIR
Buddinni,Goudanabhavi,Sindhnur ,YADGIR
Yatgal,Gugal,Devadurga ,YADGIR
Shilahalli,Gorebal,Lingsugur ,YADGIR
Tammapur,Gorkal,Manvi ,YADGIR
Mirzapur,Idapanur,Raichur ,YADGIR
Goudanbhavi,Goudanabhavi,Sindhnur ,YADGIR
Apprahal,Hemanal,Devadurga ,YADGIR
Yargunti,Gorebal,Lingsugur ,YADGIR
Walkam Dinni,Gorkal,Manvi ,YADGIR
Arlappanahuda,Jagir Venkatapur,Raichur ,YADGIR
Govindnaikandoddi,Goudanabhavi,Sindhnur ,YADGIR
Baswantpur,Hemanal,Devadurga ,YADGIR
Bandebhavi,Goudur,Lingsugur ,YADGIR
Gud Dinni K,Gudadinni K,Manvi ,YADGIR
Fathepur,Jagir Venkatapur,Raichur ,YADGIR
Jujulapur,Goudanabhavi,Sindhnur ,YADGIR
Bommanhal,Hemanal,Devadurga ,YADGIR
Benchaldoddi,Goudur,Lingsugur ,YADGIR
Jambaldinni,Gudadinni K,Manvi ,YADGIR
Gonhal,Jagir Venkatapur,Raichur ,YADGIR
Konganaikandoddi,Goudanabhavi,Sindhnur ,YADGIR
Chickkudalgi,Hemanal,Devadurga ,YADGIR
Goudur,Goudur,Lingsugur ,YADGIR
Hanchanhal,Halapur,Manvi ,YADGIR
Halvenktapur,Jagir Venkatapur,Raichur ,YADGIR
Maskihatti,Goudanabhavi,Sindhnur ,YADGIR
Hemanal,Hemanal,Devadurga ,YADGIR
Hosagudda,Goudur,Lingsugur ,YADGIR
Hilalpur,Halapur,Manvi ,YADGIR
J Venktapur,Jagir Venkatapur,Raichur ,YADGIR
Nagonagathi,Goudanabhavi,Sindhnur ,YADGIR
Hirekudalgi,Hemanal,Devadurga ,YADGIR
Machanur,Goudur,Lingsugur ,YADGIR
Hire Kadboor,Halapur,Manvi ,YADGIR
Murhanpur,Jagir Venkatapur,Raichur ,YADGIR
Sultanpur,Goudanabhavi,Sindhnur ,YADGIR
Honnatagi,Hemanal,Devadurga ,YADGIR
Gonwatla,Guntagol,Lingsugur ,YADGIR
Jangamarhalli,Halapur,Manvi ,YADGIR
Raghunathanhalli,Jagir Venkatapur,Raichur ,YADGIR
Deensamudra,Gudadur,Sindhnur ,YADGIR
Khanapur,Hemanal,Devadurga ,YADGIR
Guntagola,Guntagol,Lingsugur ,YADGIR
Jinnapur,Halapur,Manvi ,YADGIR
Sultanpur,Jagir Venkatapur,Raichur ,YADGIR
Gonhal,Gudadur,Sindhnur ,YADGIR
Kolur,Hemanal,Devadurga ,YADGIR
Hanchinal,Guntagol,Lingsugur ,YADGIR
Joladarasi,Halapur,Manvi ,YADGIR
Bassapur,Jambaladinni,Raichur,YADGIR
Gudadur,Gudadur,Sindhnur ,YADGIR
Budinhal,Hirebudur,Devadurga ,YADGIR
Jaldurga,Guntagol,Lingsugur ,YADGIR
Kabberhal,Halapur,Manvi ,YADGIR
Jambaldinni,Jambaladinni,Raichur ,YADGIR
Hasamakal,Gudadur,Sindhnur ,YADGIR
Gopendeverhalli,Hirebudur,Devadurga ,YADGIR
Kadadargaddi,Guntagol,Lingsugur ,YADGIR
M Ramaldinni,Halapur,Manvi ,YADGIR
Kannedoddi,Jambaladinni,Raichur ,YADGIR
Hedigibal,Gudadur,Sindhnur ,YADGIR
Haddinhal,Hirebudur,Devadurga ,YADGIR
Yalgundi,Guntagol,Lingsugur ,YADGIR
Nagaldinni,Halapur,Manvi ,YADGIR
Maldoddi,Jambaladinni,Raichur ,YADGIR
Merinahal,Gudadur,Sindhnur ,YADGIR
Hirebudur,Hirebudur,Devadurga ,YADGIR
Yaragudi,Guntagol,Lingsugur ,YADGIR
Nandihal,Halapur,Manvi ,YADGIR
Mallapur,Jambaladinni,Raichur ,YADGIR
Parapura,Gudadur,Sindhnur ,YADGIR
Masihal,Hirebudur,Devadurga ,YADGIR
Chikaldoddi,Gurugunta,Lingsugur ,YADGIR
S Ramal Dinni,Halapur,Manvi ,YADGIR
Midgaldinni,Jambaladinni,Raichur ,YADGIR
Rangapur,Gudadur,Sindhnur ,YADGIR
Nagarhal,Hirebudur,Devadurga ,YADGIR
Gurgunta,Gurugunta,Lingsugur ,YADGIR
Togalgal,Halapur,Manvi ,YADGIR
Puchaldinni,Jambaladinni,Raichur ,YADGIR
Bagalapur,Gunda,Sindhnur ,YADGIR
Bassapur,Hosur Siddapur,Devadurga ,YADGIR
Ankanhal,Halkavatagi,Lingsugur ,YADGIR
Tuggal Dinni,Halapur,Manvi ,YADGIR
Hanmapur,Jegarkal,Raichur ,YADGIR
Bhogapur,Gunda,Sindhnur ,YADGIR
Bommanhalli,Hosur Siddapur,Devadurga ,YADGIR
Halkawatgi,Halkavatagi,Lingsugur ,YADGIR
Yeddal Dinni,Halapur,Manvi ,YADGIR
Hemberhal,Jegarkal,Raichur ,YADGIR
Bommanahal U,Gunda,Sindhnur ,YADGIR
Horahatti,Hosur Siddapur,Devadurga ,YADGIR
Palgal Dinni,Halkavatagi,Lingsugur ,YADGIR
Chimlapur,Haravi,Manvi ,YADGIR
Jegarkal,Jegarkal,Raichur ,YADGIR
Gudihal,Gunda,Sindhnur ,YADGIR
Hosur Siddapur,Hosur Siddapur,Devadurga ,YADGIR
Tondihal,Halkavatagi,Lingsugur ,YADGIR
Govinadoddi,Haravi,Manvi ,YADGIR
Meerapur,Jegarkal,Raichur ,YADGIR
Gunda,Gunda,Sindhnur ,YADGIR
Mudvaigaddi,Hosur Siddapur,Devadurga ,YADGIR
Upanhal,Halkavatagi,Lingsugur ,YADGIR
Harvi,Haravi,Manvi ,YADGIR
Srinivaspur,Jegarkal,Raichur ,YADGIR
Hogernhal,Gunda,Sindhnur ,YADGIR
Buddinni,Jagirajadaladinni,Devadurga ,YADGIR
Gudadanhal,Honnalli,Lingsugur ,YADGIR
Bomsandoddi,Heera,Manvi ,YADGIR
Timmapur G,Jegarkal,Raichur ,YADGIR
Hokarani,Gunda,Sindhnur ,YADGIR
Jagatkal,Jagirajadaladinni,Devadurga ,YADGIR
Honnahalli,Honnalli,Lingsugur ,YADGIR
Bullapur,Heera,Manvi ,YADGIR
Arshanagi,Kadloor,Raichur ,YADGIR
Mahampur,Gunda,Sindhnur ,YADGIR
Jagir Jadaldinni,Jagirajadaladinni,Devadurga ,YADGIR
Yaradona,Honnalli,Lingsugur ,YADGIR
Donamaradi,Heera,Manvi ,YADGIR
Bevin Benchi,Kadloor,Raichur ,YADGIR
Ratanapur,Gunda,Sindhnur ,YADGIR
Markamdinni,Jagirajadaladinni,Devadurga ,YADGIR
Arya Bhogapur,Hunur,Lingsugur ,YADGIR
Heera,Heera,Manvi ,YADGIR
Gurjapur,Kadloor,Raichur ,YADGIR
Sankanhal,Gunda,Sindhnur ,YADGIR
Rampur,Jagirajadaladinni,Devadurga ,YADGIR
Byalihal,Hunur,Lingsugur ,YADGIR
Kalamgere,Heera,Manvi ,YADGIR
Karekal,Kadloor,Raichur ,YADGIR
Gunjanalli,Gunjalli,Sindhnur ,YADGIR
Rekalmardi,Jagirajadaladinni,Devadurga ,YADGIR
Hunoor,Hunur,Lingsugur ,YADGIR
Kasan Doddi,Heera,Manvi ,YADGIR
Rangapur,Kadloor,Raichur ,YADGIR
Hosshalli,Gunjalli,Sindhnur ,YADGIR
Chapalki,Jalahalli,Devadurga ,YADGIR
Makapur,Hunur,Lingsugur ,YADGIR
Yapala Parti,Heera,Manvi ,YADGIR
Timmapur H,Kadloor,Raichur ,YADGIR
Ayyanur,Hedaginala,Sindhnur ,YADGIR
Hampergundi,Jalahalli,Devadurga ,YADGIR
Marli,Hunur,Lingsugur ,YADGIR
Chikkadinni,Hiredinni,Manvi ,YADGIR
Hunsihalhuda,Kalmala,Raichur ,YADGIR
Chintamandoddi,Hedaginala,Sindhnur ,YADGIR
Jalhalli,Jalahalli,Devadurga ,YADGIR
Ramatnal,Hunur,Lingsugur ,YADGIR
Hiredinni,Hiredinni,Manvi ,YADGIR
Kalmala,Kalmala,Raichur ,YADGIR
Chitrali,Hedaginala,Sindhnur ,YADGIR
Timmapur,Jalahalli,Devadurga ,YADGIR
Talekat,Hunur,Lingsugur ,YADGIR
Sunknoor,Hiredinni,Manvi ,YADGIR
Anwar,Kamlapur,Raichur ,YADGIR
Hedginhal,Hedaginala,Sindhnur ,YADGIR
Yerkamandoddi,Jalahalli,Devadurga ,YADGIR
Turadgi,Hunur,Lingsugur ,YADGIR
Chikka Hanagi,Hirehanagi,Manvi ,YADGIR
Gadhar,Kamlapur,Raichur ,YADGIR
Pulmeswardinni,Hedaginala,Sindhnur ,YADGIR
Chickbudur,Jeerabandi,Devadurga ,YADGIR
Wandali,Hunur,Lingsugur ,YADGIR
Chikkabadardinni,Hirehanagi,Manvi ,YADGIR
Gonwar,Kamlapur,Raichur ,YADGIR
Amarapur,Hosalli E J,Sindhnur ,YADGIR
Devergud,Jeerabandi,Devadurga ,YADGIR
Advibhavi,Kachapur,Lingsugur ,YADGIR
Goldinni,Hirehanagi,Manvi ,YADGIR
Kamlapur,Kamlapur,Raichur ,YADGIR
Hatti,Hosalli E J,Sindhnur ,YADGIR
Gundgurthi,Jeerabandi,Devadurga ,YADGIR
Gundasagar,Kachapur,Lingsugur ,YADGIR
Hire Hanagi,Hirehanagi,Manvi ,YADGIR
Manjerla,Kamlapur,Raichur ,YADGIR
Joladarasi,Hosalli E J,Sindhnur ,YADGIR
Jerbandi,Jeerabandi,Devadurga ,YADGIR
Kachapur,Kachapur,Lingsugur ,YADGIR
Hussainpur,Hirehanagi,Manvi ,YADGIR
Julamgera,Linganakhanadodi,Raichur ,YADGIR
Nandikal,Hosalli E J,Sindhnur ,YADGIR
Kamdhal,Jeerabandi,Devadurga ,YADGIR
Aidanhal,Kalapur,Lingsugur ,YADGIR
Potapur,Hirehanagi,Manvi ,YADGIR
Lingankhan Doddi,Linganakhanadodi,Raichur ,YADGIR
Sasalmari,Hosalli E J,Sindhnur ,YADGIR
Khardigud,Jeerabandi,Devadurga ,YADGIR
Jalibenchi,Kalapur,Lingsugur ,YADGIR
Saidapur,Hirehanagi,Manvi ,YADGIR
Masdoddi,Linganakhanadodi,Raichur ,YADGIR
Sashalli,Hosalli E J,Sindhnur ,YADGIR
Shakapur,Jeerabandi,Devadurga ,YADGIR
Kalapur,Kalapur,Lingsugur ,YADGIR
U Gud Dinni,Hirehanagi,Manvi ,YADGIR
Murkidoddi,Linganakhanadodi,Raichur ,YADGIR
Siddapur,Hosalli E J,Sindhnur ,YADGIR
Sugarhal,Jeerabandi,Devadurga ,YADGIR
Mincheri,Kalapur,Lingsugur ,YADGIR
Hire Kotankal,Hirekotnekal,Manvi ,YADGIR
Tuntapur,Linganakhanadodi,Raichur ,YADGIR
Gandhinagar,Jalihal,Sindhnur ,YADGIR
Yermarus,Jeerabandi,Devadurga ,YADGIR
Phoolabhavi,Kalapur,Lingsugur ,YADGIR
Aldhal,Janekal,Manvi ,YADGIR
Arlibenchi,Mamdapur,Raichur ,YADGIR
Hanchinhal,Jalihal,Sindhnur ,YADGIR
Guddad Irabgera,K Irabgera,Devadurga ,YADGIR
Yalagaladinni,Kalapur,Lingsugur ,YADGIR
Gavigat,Janekal,Manvi ,YADGIR
Asapur,Mamdapur,Raichur ,YADGIR
Hanumapur,Jalihal,Sindhnur ,YADGIR
Kelgin Irabgera,K Irabgera,Devadurga ,YADGIR
Jakker Madu,Kannal,Lingsugur ,YADGIR
Janekal,Janekal,Manvi ,YADGIR
Mamdapur,Mamdapur,Raichur ,YADGIR
Jalihal,Jalihal,Sindhnur ,YADGIR
Kotigud,K Irabgera,Devadurga ,YADGIR
Kannal,Kannal,Lingsugur ,YADGIR
Kallur,Kallur,Manvi ,YADGIR
Nelhal,Mamdapur,Raichur ,YADGIR
Dibbanakhed,Javalgera,Sindhnur ,YADGIR
Mansagal,K Irabgera,Devadurga ,YADGIR
Mudaldinni,Kannal,Lingsugur ,YADGIR
Bettadur,Kapgal,Manvi ,YADGIR
Hospet,Manchlapur,Raichur ,YADGIR
Jangamarahatti,Javalgera,Sindhnur ,YADGIR
Nimbaidoddi,K Irabgera,Devadurga ,YADGIR
Sultanpur,Kannal,Lingsugur ,YADGIR
Bommanahal,Kapgal,Manvi ,YADGIR
Manslapur,Manchlapur,Raichur ,YADGIR
Jangamerhatti,Javalgera,Sindhnur ,YADGIR
Shavantgera,K Irabgera,Devadurga ,YADGIR
Timmapur,Kannal,Lingsugur ,YADGIR
Kapgal,Kapgal,Manvi ,YADGIR
Merched,Manchlapur,Raichur ,YADGIR
Jawalgera,Javalgera,Sindhnur ,YADGIR
Bagur,Karadigudda,Devadurga ,YADGIR
Vyasa Nandihal,Kannal,Lingsugur ,YADGIR
Murharpur,Kapgal,Manvi ,YADGIR
Dinni,Marchathal,Raichur ,YADGIR
Kanakraddi Khadehola,Javalgera,Sindhnur ,YADGIR
Herundi,Karadigudda,Devadurga ,YADGIR
Ashihal,Khairawadgi,Lingsugur ,YADGIR
Kumdhal,Kurdi,Manvi ,YADGIR
Garaldinni,Marchathal,Raichur ,YADGIR
Locknaikandoddi,Javalgera,Sindhnur ,YADGIR
Kardigudda,Karadigudda,Devadurga ,YADGIR
Hanumangudda,Khairawadgi,Lingsugur ,YADGIR
Kurdi,Kurdi,Manvi ,YADGIR
Merchathal,Marchathal,Raichur ,YADGIR
Maldinni Khadehola,Javalgera,Sindhnur ,YADGIR
Medinapur,Karadigudda,Devadurga ,YADGIR
Khairwadgi,Khairawadgi,Lingsugur ,YADGIR
Halli,Madagiri,Manvi ,YADGIR
Pesaldinni,Marchathal,Raichur ,YADGIR
Sivajawalgera,Javalgera,Sindhnur ,YADGIR
Mudgot,Karadigudda,Devadurga ,YADGIR
Kotha,Kota,Lingsugur ,YADGIR
Madagiri,Madagiri,Manvi ,YADGIR
Matmari,Matmari,Raichur ,YADGIR
Turakatti,Javalgera,Sindhnur ,YADGIR
Nilvanji,Karadigudda,Devadurga ,YADGIR
Medinapur,Kota,Lingsugur ,YADGIR
Sannahosur,Madagiri,Manvi ,YADGIR
Devanpalli,Mittimalkapur,Raichur ,YADGIR
Chikbhergi,Kalmangi,Sindhnur ,YADGIR
Anchesugur,Karigudda,Devadurga ,YADGIR
Dabbermadu,Maraladinni,Lingsugur ,YADGIR
Burhanpur,Madlapur,Manvi ,YADGIR
Maliabad,Mittimalkapur,Raichur ,YADGIR
Hattigudda,Kalmangi,Sindhnur ,YADGIR
Anjal,Karigudda,Devadurga ,YADGIR
Maraldinni,Maraladinni,Lingsugur ,YADGIR
Chikalparvi,Madlapur,Manvi ,YADGIR
Mittimalkapur,Mittimalkapur,Raichur ,YADGIR
Hirebhergi,Kalmangi,Sindhnur ,YADGIR
Gopalpur,Karigudda,Devadurga ,YADGIR
Uskihal,Maraladinni,Lingsugur ,YADGIR
Katarki,Madlapur,Manvi ,YADGIR
Kalmangi,Kalmangi,Sindhnur ,YADGIR
Karegud,Karigudda,Devadurga ,YADGIR
Venkatapur,Maraladinni,Lingsugur ,YADGIR
Madlapur,Madlapur,Manvi ,YADGIR
Kanoor,Kolbal,Sindhnur ,YADGIR
Venglapur,Karigudda,Devadurga ,YADGIR
Buddinni,Mattur,Lingsugur ,YADGIR
Rabbankal,Madlapur,Manvi ,YADGIR
Kholabal,Kolbal,Sindhnur ,YADGIR
Arshangi,Koppar,Devadurga ,YADGIR
Gudihal,Mattur,Lingsugur ,YADGIR
Rangdhal,Madlapur,Manvi ,YADGIR
Muddapur,Kolbal,Sindhnur ,YADGIR
Hemnhal,Koppar,Devadurga ,YADGIR
Kadadarahal,Mattur,Lingsugur ,YADGIR
Donmardi,Malladagudda,Manvi ,YADGIR
Putkanhal,Kolbal,Sindhnur ,YADGIR
Hunur,Koppar,Devadurga ,YADGIR
Kunikellur,Mattur,Lingsugur ,YADGIR
Malladgudda,Malladagudda,Manvi ,YADGIR
Budiwal,Madasirwar,Sindhnur ,YADGIR
Karkihalli,Koppar,Devadurga ,YADGIR
Mattur,Mattur,Lingsugur ,YADGIR
Markamdinni,Malladagudda,Manvi ,YADGIR
Gomarsi,Madasirwar,Sindhnur ,YADGIR
Kopper,Koppar,Devadurga ,YADGIR
Mittikellur,Mattur,Lingsugur ,YADGIR
Hosur N,Mallat,Manvi ,YADGIR
Kaggal,Madasirwar,Sindhnur ,YADGIR
Paratpur,Koppar,Devadurga ,YADGIR
Teribhavi,Mattur,Lingsugur ,YADGIR
Kurkunda,Mallat,Manvi ,YADGIR
Buddinni,Nadigaddi Malkapura,Raichur ,YADGIR
Madsirwar,Madasirwar,Sindhnur ,YADGIR
Ramanhal,Koppar,Devadurga ,YADGIR
Bhupur,Mavinabhai,Lingsugur ,YADGIR
Malat,Mallat,Manvi ,YADGIR
Gangwar,Nadigaddi Malkapura,Raichur ,YADGIR
Huda,Mukkunda,Sindhnur ,YADGIR
Chikkaldoddi,Kothadoddi,Devadurga ,YADGIR
Hunkunti,Mavinabhai,Lingsugur ,YADGIR
Nugdoni,Mallat,Manvi ,YADGIR
Gunderveli,Nadigaddi Malkapura,Raichur ,YADGIR
Kurtkota,Mukkunda,Sindhnur ,YADGIR
Hemnur,Kothadoddi,Devadurga ,YADGIR
Kallilingsugur,Mavinabhai,Lingsugur ,YADGIR
Patakam Doddi,Mallat,Manvi ,YADGIR
Naddigaddimalkapur,Nadigaddi Malkapura,Raichur ,YADGIR
Mukunda,Mukkunda,Sindhnur ,YADGIR
Honkatmalli,Kothadoddi,Devadurga ,YADGIR
Mavinbhavi,Mavinabhai,Lingsugur ,YADGIR
Wadwatti,Mallat,Manvi ,YADGIR
Alkur,Purthipli,Raichur ,YADGIR
Singapur,Mukkunda,Sindhnur ,YADGIR
Kachapur,Kothadoddi,Devadurga ,YADGIR
Antargangi,Medakinal,Lingsugur ,YADGIR
Purtipali,Purthipli,Raichur ,YADGIR
Kardona,Kothadoddi,Devadurga ,YADGIR
Bailgudda,Medakinal,Lingsugur ,YADGIR
Turkandona,Purthipli,Raichur ,YADGIR
Kothdoddi,Kothadoddi,Devadurga ,YADGIR
Medikinhal,Medakinal,Lingsugur ,YADGIR
Karegudda,Nakkundi,Manvi ,YADGIR
Ibrahimdoddi,Sagamakunta,Raichur ,YADGIR
Malkamdinni,Kothadoddi,Devadurga ,YADGIR
Myadarnal,Medakinal,Lingsugur ,YADGIR
Nakkunda,Nakkundi,Manvi ,YADGIR
Korvihal,Sagamakunta,Raichur ,YADGIR
Mallinaikandoddi,Kothadoddi,Devadurga ,YADGIR
Naraga Benchi,Medakinal,Lingsugur ,YADGIR
Hunched,Navalakal,Manvi ,YADGIR
Mamadadoddi,Sagamakunta,Raichur ,YADGIR
Pagadadinni,Pagadadinni,Sindhnur ,YADGIR
Pilikal,Kothadoddi,Devadurga ,YADGIR
Marata,Navalakal,Manvi ,YADGIR
Ramgaddi,Sagamakunta,Raichur,YADGIR
Tippanhatti,Pagadadinni,Sindhnur ,YADGIR
Yeldoddi,Kothadoddi,Devadurga ,YADGIR
Murkigudda,Navalakal,Manvi ,YADGIR
Sagamkunta,Sagamakunta,Raichur ,YADGIR
Sindhnur,R H Colony,Sindhnur ,YADGIR
Kyadigera,Kyadigera,Devadurga ,YADGIR
Narabanda,Navalakal,Manvi ,YADGIR
Yergunta,Sagamakunta,Raichur ,YADGIR
Puldinni,Ragalaparvi,Sindhnur ,YADGIR
Shavantgal,Kyadigera,Devadurga ,YADGIR
Nawalkal,Navalakal,Manvi ,YADGIR
Kadlur,Shakwadi,Raichur ,YADGIR
Ragalparvi,Ragalaparvi,Sindhnur ,YADGIR
Ganekal,Maladakal,Devadurga ,YADGIR
Mallapur,Nagaral,Lingsugur ,YADGIR
Neermanvi,Nirmanvi,Manvi ,YADGIR
Polkamdoddi,Shakwadi,Raichur ,YADGIR
Walkamdinni,Ragalaparvi,Sindhnur ,YADGIR
Govindpalli,Maladakal,Devadurga ,YADGIR
Nagarhal,Nagaral,Lingsugur ,YADGIR
Anandgal,Pamanakallur,Manvi ,YADGIR
Sanknur,Shakwadi,Raichur ,YADGIR
Yapalparvi,Ragalaparvi,Sindhnur ,YADGIR
Karadigudda,Maladakal,Devadurga ,YADGIR
Tumbalgaddi,Nagaral,Lingsugur ,YADGIR
Benchamardi,Pamanakallur,Manvi ,YADGIR
Shakwadi,Shakwadi,Raichur ,YADGIR
Banniganur,Ramathnal,Sindhnur ,YADGIR
Laxminarayanapura,Maladakal,Devadurga ,YADGIR
Chattar,Naglapur,Lingsugur ,YADGIR
Chincharaki,Pamanakallur,Manvi ,YADGIR
Bapur,Singanodi,Raichur ,YADGIR
Diddigi,Ramathnal,Sindhnur ,YADGIR
Maladkal,Maladakal,Devadurga ,YADGIR
Heggapur,Naglapur,Lingsugur ,YADGIR
Gudihal,Pamanakallur,Manvi ,YADGIR
Mandalgera,Singanodi,Raichur ,YADGIR
Jalwadgi,Ramathnal,Sindhnur ,YADGIR
Maseedpur,Maladakal,Devadurga ,YADGIR
Kumarkhed,Naglapur,Lingsugur ,YADGIR
Halapur,Pamanakallur,Manvi ,YADGIR
Singnodi,Singanodi,Raichur ,YADGIR
Ramathanhal,Ramathnal,Sindhnur ,YADGIR
Agrahar,Malledevaragudda,Devadurga ,YADGIR
Nagalapur,Naglapur,Lingsugur ,YADGIR
Harvapur,Pamanakallur,Manvi ,YADGIR
Wadlamdoddi,Singanodi,Raichur ,YADGIR
Siranguddi,Ramathnal,Sindhnur ,YADGIR
Bandegud,Malledevaragudda,Devadurga ,YADGIR
Piklihal,Naglapur,Lingsugur ,YADGIR
Jutlahal,Pamanakallur,Manvi ,YADGIR
Talmari,Talmari,Raichur ,YADGIR
Roudkunda,Roudakunda,Sindhnur ,YADGIR
Jutmardi,Malledevaragudda,Devadurga ,YADGIR
Todki,Naglapur,Lingsugur ,YADGIR
Pamankallur,Pamanakallur,Manvi ,YADGIR
Jalibenchi,Udamagal,Raichur ,YADGIR
Salgunda,Salagunda,Sindhnur ,YADGIR
Malledevergud,Malledevaragudda,Devadurga ,YADGIR
Ulimeshwar,Naglapur,Lingsugur ,YADGIR
Tupdur K,Pamanakallur,Manvi ,YADGIR
Khanapur,Udamagal,Raichur ,YADGIR
Gobberkal,Somalapur,Sindhnur ,YADGIR
Nagoli,Malledevaragudda,Devadurga ,YADGIR
Vyakarnhal,Naglapur,Lingsugur ,YADGIR
Jeenur,Pothnal,Manvi ,YADGIR
Nagalapur,Udamagal,Raichur ,YADGIR
Malakapur,Somalapur,Sindhnur ,YADGIR
Chickhonkuni,Masarkal,Devadurga ,YADGIR
Julgudda,Narakaladinni,Lingsugur ,YADGIR
Kharabadinni,Pothnal,Manvi ,YADGIR
Udamgal,Udamagal,Raichur ,YADGIR
Somlapur,Somalapur,Sindhnur ,YADGIR
Guntarhal,Masarkal,Devadurga ,YADGIR
Kamaldinni,Narakaladinni,Lingsugur ,YADGIR
Muddamgaddi,Pothnal,Manvi ,YADGIR
Harkandoddi,Yadlapur,Raichur,YADGIR
Kaniganhalu,Tidigol,Sindhnur ,YADGIR
Hirehonkuni,Masarkal,Devadurga ,YADGIR
Narakaladinni,Narakaladinni,Lingsugur ,YADGIR
Potanhal,Pothnal,Manvi ,YADGIR
Hegsanhalli,Yadlapur,Raichur ,YADGIR
Kurukunda,Tidigol,Sindhnur ,YADGIR
Masarkal,Masarkal,Devadurga ,YADGIR
Nowli,Narakaladinni,Lingsugur ,YADGIR
Uralgaddi,Pothnal,Manvi ,YADGIR
Naglapur,Yadlapur,Raichur ,YADGIR
Nedigol,Tidigol,Sindhnur ,YADGIR
Miyapur,Masarkal,Devadurga ,YADGIR
Rampur,Narakaladinni,Lingsugur ,YADGIR
Bapur,Sadapur,Manvi ,YADGIR
Wadloor,Yadlapur,Raichur ,YADGIR
